date,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1900-01-11,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.7,0.0,0.0,0.0,10.7,0.5,0.0,0.0,0.0,0.0,0.8,5.1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.3,0.0,9.1,48.3,0.0,0.0,0.0,0.3,0.0,0.5,1.5,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,1.5,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.5,0.0,3.6,0.0,0.0,0.0,0.8,28.6,0.0,13.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,5.4,6.0,0.0,13.0,0.0,0.0,0.0,63.2,0.2,0.0,0.0,0.6,0.0,0.0,0.4,6.8,0.0,0.0,0.0,0.2,0.0,0.0,9.6,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.6
1900-01-12,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.5,0.0,0.0,13.2,69.6,0.0,0.0,0.0,0.0,4.1,27.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,126.2,0.0,0.0,0.0,0.0,0.0,0.0,12.2,21.6,0.0,0.0,5.3,8.1,0.0,0.0,0.0,8.4,1.3,27.9,20.3,0.0,9.1,0.0,0.0,0.0,20.8,3.6,0.0,0.0,0.0,9.7,148.1,0.0,6.9,0.3,0.0,0.0,31.6,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,8.4,0.0,0.0,0.0,0.0,0.0,2.8,0.0,4.0,1.0,2.6,0.0,0.0,4.6,0.0,0.0,10.1,0.0,0.0,0.0,0.6,1.2,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,1.6,0.0
1900-01-13,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.4,66.3,0.0,0.0,9.9,29.2,0.0,0.8,8.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,24.1,41.9,0.0,0.0,0.3,0.0,0.0,0.0,4.3,1.5,0.0,4.8,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.0,0.0,0.0,21.1,1.0,3.3,0.0,0.0,0.0,116.3,0.0,1.8,0.0,16.0,5.3,6.4,0.0,13.8,1.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.6,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.6,0.0,0.0,3.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,3.6,0.0,1.6,3.4,1.0,0.8,0.0,0.0,0.0,0.0,0.0
1900-01-14,0.0,0.0,10.2,0.0,0.0,0.0,0.0,15.5,0.0,0.0,38.6,42.9,0.0,0.0,0.0,0.0,16.8,3.6,0.0,0.8,0.0,0.0,2.5,0.0,0.0,0.0,19.1,0.0,2.0,0.0,0.0,0.0,15.2,0.0,0.0,10.4,24.6,0.0,0.0,0.0,0.0,8.4,0.0,3.6,10.4,0.0,0.0,0.0,14.0,0.0,0.0,20.6,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,6.6,,0.0,49.5,19.1,0.0,0.0,0.5,0.0,0.0,0.0,34.0,3.0,0.0,0.2,19.8,0.4,0.0,0.0,0.0,0.0,4.4,0.0,16.4,0.0,0.0,1.0,0.0,0.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.4,0.0,0.0,0.2,7.8,0.0,8.5,0.5,0.0,0.0,0.0,0.6,0.0,25.4,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0
1900-01-15,0.0,0.0,0.0,0.0,0.0,0.0,55.9,36.8,0.0,0.8,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12.7,5.1,0.0,39.4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.5,0.0,0.0,0.0,1.5,1.5,0.0,1.3,0.0,0.0,27.9,0.0,0.8,0.0,8.1,0.0,0.0,4.6,0.8,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,13.2,0.0,0.0,0.0,8.4,0.0,0.0,0.0,17.0,0.0,0.6,0.0,2.2,0.0,0.0,0.0,13.2,0.0,15.2,0.0,,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,15.2,0.4,0.0,0.0,2.0,2.0,38.0,0.0,0.1,0.0,5.6,0.0,0.0,0.0,2.2,0.0,0.0,0.2,0.0,0.6,0.0,0.4,7.0,3.2,3.2,0.0,0.0,2.0
1900-01-16,0.0,8.9,0.0,0.0,0.0,1.3,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.3,0.0,0.0,3.8,6.4,0.0,0.0,2.5,0.0,0.0,4.6,0.0,0.8,0.0,0.0,48.3,0.0,0.8,0.0,0.0,0.0,0.0,16.5,8.6,2.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.5,1.8,0.5,22.6,3.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,5.4,1.4,0.0,0.0,0.4,11.8,0.0,7.8,0.0,0.0,0.0,0.2,0.0,24.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,17.0,0.0,0.2,2.6,7.4,0.0,9.0,0.0,0.0,0.0,1.2,4.4,4.2,0.0,24.0,0.2,0.0,0.0,15.0,0.4,0.2,0.0,0.6,0.6
1900-01-17,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.8,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,33.5,2.5,0.0,1.3,5.6,0.5,1.3,2.5,0.0,0.0,5.1,0.0,0.5,0.5,16.5,37.3,79.0,0.0,6.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3.6,5.3,0.0,0.0,0.0,0.0,0.5,3.8,1.5,0.0,0.0,17.0,0.0,4.8,0.0,1.0,17.0,0.0,0.0,0.0,1.4,10.4,0.0,5.0,0.0,2.8,15.8,55.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.8,0.6,2.0,0.0,1.0,6.0,1.4,0.0,36.0,37.0,0.0,0.0,11.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,1.8,0.0,0.0,0.0,9.8,0.0
1900-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,11.2,1.0,15.5,83.6,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,,5.1,8.9,54.4,0.0,0.0,1.0,0.0,0.0,1.5,4.1,0.0,0.0,5.3,0.0,18.5,0.0,0.0,84.6,0.8,1.3,3.3,0.0,4.8,1.0,2.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,2.6,11.6,25.2,0.0,0.0,0.0,0.0,5.8,5.2,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3.0,3.4,0.0,0.0,0.0,21.4,2.4,0.0,25.0,4.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.0,0.0
1900-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,39.1,0.0,0.0,0.0,0.0,3.3,0.0,1.3,5.6,1.3,0.0,12.7,1.5,0.0,0.0,0.0,0.0,0.0,13.2,17.8,0.5,0.0,0.0,0.0,0.5,0.0,7.6,0.0,8.4,0.0,47.0,84.3,0.0,0.3,1.5,0.0,0.0,0.0,0.0,0.0,9.1,4.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.9,8.9,0.0,0.0,1.8,0.2,0.8,17.0,27.0,0.0,0.0,,21.8,0.0,0.0,0.0,0.4,0.0,8.6,0.0,0.2,0.2,7.6,3.0,1.4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.2,2.1,0.0,1.0,0.0,0.0,6.8,12.0,4.4,0.0,,0.0,4.6,0.0,0.0,31.0,0.0
1900-01-20,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,17.8,71.1,0.0,0.0,0.0,0.0,18.3,7.6,0.8,25.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,82.0,3.8,6.4,32.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,23.1,14.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.6,0.0,0.0,0.0,0.0,3.4,0.0,7.2,0.0,1.4,0.0,,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.8,0.0,0.4,2.4,9.6,0.0,0.0,0.0,0.0,0.8,3.4,0.0,0.0,0.0,0.0,4.5,0.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.4,7.2,3.4
1900-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.3,0.8,0.0,1.0,0.0,0.8,15.2,0.0,0.0,4.8,10.2,0.0,2.5,0.0,0.0,8.1,0.0,0.0,38.4,31.2,0.0,0.0,0.0,9.9,0.0,1.0,0.0,0.0,171.5,3.3,0.0,1.3,0.0,1.5,0.0,0.0,14.2,0.0,0.0,0.0,0.0,15.5,0.0,2.0,0.0,8.4,36.1,0.0,0.0,9.9,43.4,4.8,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,63.5,0.0,2.0,0.0,0.0,9.0,0.0,10.6,0.0,7.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,23.4,0.0,0.0,3.2,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.7,3.9,0.0,1.0,0.0,0.0,0.0,0.0,3.6,0.0,10.8,0.0,5.4,0.0,1.6,25.0,0.0
1900-01-22,1.3,16.5,0.0,0.5,4.8,0.0,0.0,5.1,0.0,0.0,7.1,16.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,6.4,0.0,0.0,0.0,52.8,0.0,0.0,2.5,0.0,0.0,3.3,0.0,0.0,0.0,4.8,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,9.7,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.5,23.9,,0.0,6.6,56.6,17.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,10.2,0.0,6.6,3.0,0.0,0.0,6.4,0.0,40.4,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,44.4,0.2,5.0,4.6,0.0,0.0,0.0,15.6,0.0,0.0
1900-01-23,0.0,4.8,0.0,1.3,10.9,5.1,0.0,0.0,0.5,0.0,0.0,9.1,4.6,0.0,0.0,0.0,0.0,27.9,0.3,0.0,1.3,0.0,0.0,0.0,76.7,5.6,0.0,0.0,0.0,0.0,7.9,0.0,0.5,55.1,0.0,0.0,5.1,6.4,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,0.0,24.4,0.8,,1.3,3.0,37.6,13.5,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,1.5,10.2,3.8,0.0,0.0,0.0,13.8,1.6,0.0,11.6,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.8,1.2,2.6,10.6,0.0,0.0,0.0,0.0,0.0,0.6,4.4,0.0,1.2,0.0,0.0,0.2,0.0,0.0,0.0,30.6,0.0,1.8,7.8,17.4,0.0,0.0,0.0,0.0,0.0
1900-01-24,0.0,8.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10.4,43.4,0.0,0.0,0.0,0.0,0.0,8.1,0.8,0.0,0.0,0.0,0.0,0.0,9.9,3.0,0.0,34.5,11.4,0.0,3.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,5.8,0.0,2.0,0.0,16.0,0.0,1.5,1.0,91.4,0.8,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,44.7,0.0,0.0,0.0,45.6,32.4,0.0,25.2,0.0,0.0,0.0,0.0,0.0,21.4,15.2,0.0,16.0,49.6,0.0,6.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.6,0.3,0.0,1.0,0.8,0.0,0.0,0.0,9.0,2.2,5.8,0.0,13.0,0.0,0.0,0.0,12.8,0.0
1900-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,0.0,18.5,0.0,3.0,3.8,0.0,0.8,0.0,1.3,1.8,0.0,0.0,4.8,0.0,0.0,2.5,0.0,0.0,5.1,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.7,0.0,3.8,0.0,0.0,0.0,0.5,39.1,0.0,0.0,0.0,16.8,0.0,39.8,1.0,0.0,0.0,0.0,0.0,0.0,4.4,16.1,0.0,9.2,22.6,0.8,16.6,14.2,21.0,0.0,0.0,0.6,0.4,13.0,3.0,0.0,0.0,0.0,0.0,14.0,4.2,0.0,9.0,3.6,0.0,0.0,0.0,5.0,7.2,0.6,0.0,0.0,14.8,0.0,0.0,0.6,0.0
1900-01-26,9.1,0.0,0.0,7.4,0.0,0.0,6.1,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,27.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.8,0.0,0.0,0.0,0.0,1.5,0.0,0.8,0.0,0.0,4.8,0.0,37.6,0.0,0.0,0.0,0.0,3.8,0.0,20.6,0.0,0.0,0.0,0.0,4.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,20.3,4.6,0.0,0.8,3.0,16.0,0.0,13.6,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.6,1.2,0.0,0.0,0.2,0.6,0.0,2.7,7.4,10.0,2.0,0.0,0.0,0.4,0.0,5.0,5.2,7.7,0.0,30.0,0.0,0.0,0.0,28.0,1.4,1.4,0.4,0.8,1.8,0.0,0.0,0.0,0.0
