date,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1900-04-01,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,14.5,15.2,0.0,0.0,0.0,1.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,9.4,0.0,0.0,0.0,,0.8,1.5,0.0,0.0,60.7,0.0,20.3,7.9,0.3,0.3,0.0,0.0,1.2,0.0,0.0,25.4,0.0,0.0,10.4,14.4,0.0,0.0,2.2,5.2,0.0,14.6,15.6,1.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,13.0,2.0,41.2,0.0,0.2,0.0,3.0,0.0,2.6,0.0,0.0,0.0,
1900-04-02,9.9,0.0,0.0,5.1,126.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.8,0.0,0.5,2.5,0.0,4.3,0.0,0.0,0.0,0.0,0.0,53.8,16.0,31.8,0.5,4.6,0.5,0.0,28.4,0.0,0.0,0.8,0.0,0.0,11.4,0.0,0.0,2.3,0.0,3.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,80.5,0.0,0.0,0.0,20.8,0.0,0.0,0.0,10.7,25.9,0.0,0.5,0.3,12.4,16.8,0.0,2.6,0.0,0.0,0.0,5.4,0.0,0.0,0.6,0.0,0.4,0.0,,0.0,0.0,1.2,33.0,6.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,,75.0,1.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.2,0.2,3.4,0.0,0.4,0.0,5.8,0.0,10.0,0.0,
1900-04-03,0.0,0.0,0.0,0.0,0.0,79.0,2.0,6.1,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,5.3,3.8,0.0,45.7,0.0,3.0,5.1,10.4,0.0,0.0,14.7,23.6,14.0,0.0,0.0,24.9,1.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,4.6,0.0,0.0,1.8,5.6,0.0,0.0,0.0,11.7,17.5,0.0,0.0,0.0,48.8,0.0,6.4,3.8,0.0,9.1,0.5,0.0,0.0,3.8,0.0,1.8,0.0,0.0,0.0,3.3,113.5,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,0.4,1.0,1.0,0.0,0.0,28.4,17.8,19.6,0.0,61.8,3.6,0.0,0.0,0.0,0.0,2.0,27.0,0.0,20.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,3.2,0.0,0.0,0.0,0.0,10.8,0.0,8.4,3.6,
1900-04-04,5.3,7.6,0.0,0.0,0.0,91.4,0.0,0.0,5.6,0.0,27.4,0.0,0.0,0.0,0.0,1.3,5.3,0.0,0.0,1.3,0.0,17.8,0.0,0.0,0.0,8.1,0.0,44.5,0.0,61.0,1.3,3.8,2.3,5.1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,9.4,0.0,,0.0,21.6,0.0,18.3,0.0,0.0,4.6,0.5,0.3,1.3,0.0,1.8,8.1,0.0,0.8,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.5,51.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,94.0,4.4,3.8,0.0,1.6,0.0,0.0,28.0,2.0,30.4,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.2,38.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.0,14.4,0.0,16.8,11.6,10.4,3.0,0.0,5.0,
1900-04-05,0.0,0.0,9.4,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.5,1.0,8.1,15.7,0.3,1.5,9.7,0.0,0.8,0.0,0.0,2.5,0.0,0.0,35.6,11.9,0.8,0.0,11.2,0.0,9.1,4.6,0.8,0.0,0.0,2.5,0.0,17.3,29.7,14.2,0.0,16.5,0.0,5.8,0.0,0.0,2.0,0.0,0.0,0.0,1.3,1.8,0.0,23.9,4.6,,0.0,0.0,4.8,0.0,0.0,0.0,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,2.2,6.6,0.0,0.0,0.0,0.0,18.8,1.4,29.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,7.6,2.0,0.4,14.3,0.0,0.0,0.0,5.0,2.2,13.0,0.0,5.4,12.2,13.4,0.6,2.4,0.4,1.0,0.0,
1900-04-06,0.0,0.0,,0.0,15.5,0.5,50.8,0.0,20.1,19.1,2.0,0.0,0.0,58.4,0.0,3.6,0.0,0.0,2.0,0.0,0.5,3.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,108.7,91.9,0.8,0.0,4.6,0.0,44.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,77.0,1.5,0.0,0.0,0.0,,0.0,119.9,0.0,5.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.6,50.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0.0,0.5,11.2,0.2,0.0,6.4,0.0,0.4,0.2,8.8,0.0,1.0,9.0,0.0,0.0,12.8,0.0,1.2,0.0,
1900-04-07,0.0,0.0,80.3,0.0,0.0,0.0,7.9,0.0,0.8,7.9,3.6,0.0,0.0,48.3,0.0,8.9,43.2,0.0,4.1,0.0,0.0,41.9,0.0,6.9,29.2,0.0,50.0,0.0,3.8,0.0,0.8,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.5,0.0,0.0,7.1,0.0,0.0,0.0,2.0,0.0,16.5,0.0,0.0,,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,4.3,0.0,106.2,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,10.6,3.8,0.0,0.0,0.0,2.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.6,0.0,0.0,1.6,0.0,0.0,0.0,7.0,22.6,0.0,0.6,16.0,0.0,8.0,3.0,17.2,0.0,2.0,0.0,0.0,0.2,
1900-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.3,0.0,0.0,0.0,55.9,0.0,3.6,74.9,0.0,6.6,14.0,0.0,34.3,1.8,0.0,19.8,1.8,3.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.8,15.2,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,48.5,0.0,0.0,0.0,5.6,,0.0,0.0,0.0,0.0,2.3,0.5,,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.8,1.0,0.0,0.0,0.0,0.4,0.0,17.2,0.0,0.0,0.0,20.0,0.0,17.0,0.6,6.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,1.8,4.0,0.0,0.2,0.6,3.4,0.0,9.0,25.0,0.1,0.0,9.6,2.0,0.4,0.2,0.0,1.4,1.2,0.0,0.0,0.4,
1900-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,2.3,0.0,0.0,48.3,0.0,0.0,120.7,0.0,0.8,10.2,0.0,0.0,0.0,31.8,26.2,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,24.9,1.0,48.5,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,30.7,39.4,0.5,2.5,31.5,0.0,1.5,3.3,125.2,0.0,0.0,3.0,0.0,3.8,2.5,0.0,2.5,0.0,0.0,0.8,0.0,0.0,0.6,0.0,11.0,0.0,0.0,2.4,7.4,0.0,67.4,0.0,0.0,0.0,9.4,2.8,2.2,2.0,7.2,0.2,0.0,0.8,0.0,0.0,0.0,4.0,10.2,0.0,0.0,0.0,0.2,0.1,0.0,1.4,28.6,0.0,0.1,0.2,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.2,
1900-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,12.7,0.0,0.5,15.2,2.0,0.0,6.4,0.0,0.0,0.0,21.6,3.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,2.3,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,2.5,1.3,0.0,0.0,,0.0,7.9,0.0,0.0,0.0,0.0,11.4,5.1,0.0,0.0,0.0,0.0,10.2,8.4,0.0,3.8,1.6,0.0,2.4,0.0,0.0,0.4,0.0,13.6,23.6,0.0,0.8,19.2,0.0,2.8,16.0,2.2,0.4,0.0,0.0,0.0,0.0,15.0,27.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.6,5.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.6,0.0,3.2,0.8,
1900-04-11,5.3,0.0,0.0,0.0,8.6,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,2.8,34.3,2.3,0.5,6.4,0.0,0.0,0.0,8.9,3.8,33.8,0.0,0.0,0.5,0.0,0.0,0.0,1.3,0.0,10.7,0.0,0.0,0.0,113.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.3,0.0,0.5,28.2,0.0,0.3,0.0,4.8,19.3,0.0,0.0,5.1,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.2,3.4,0.0,2.6,0.4,0.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,0.2,5.6,1.6,0.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.8,0.0,0.2,,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.4,
1900-04-12,0.0,0.0,0.0,0.0,7.9,10.2,0.0,2.3,0.0,7.6,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.8,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,1.0,1.5,0.0,0.3,0.0,0.0,,0.0,0.8,0.0,0.5,3.8,30.5,0.0,0.0,1.3,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.3,0.0,1.0,0.8,2.6,0.2,4.6,0.0,0.0,0.0,0.0,0.0,1.6,3.6,6.6,0.0,0.0,0.0,23.0,1.6,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,18.2,2.2,2.2,1.8,0.0,0.0,1.8,0.0,0.0,0.0,
1900-04-13,0.0,0.0,0.0,8.4,5.3,23.9,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,22.9,7.1,0.0,0.0,35.6,136.9,0.0,10.4,0.0,102.4,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,8.1,0.0,0.0,6.4,0.0,4.8,0.8,,5.1,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,12.2,0.0,0.0,7.9,0.0,4.3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,4.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,29.8,7.0,0.6,20.2,0.0,4.8,0.0,1.4,0.6,0.0,0.0,0.0,0.1,0.0,2.6,0.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.6,0.0,0.0,0.0,0.4,0.8,0.0,0.0,5.4,0.0,0.0,0.0,
1900-04-14,0.0,0.0,0.0,0.0,10.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.3,0.0,0.0,1.0,2.0,0.0,0.0,8.1,0.0,0.0,0.0,2.0,20.3,0.0,7.9,0.0,19.1,2.8,0.0,0.0,0.0,5.6,0.0,14.2,0.0,0.0,0.0,6.4,0.0,0.0,12.4,0.0,21.1,0.0,0.0,2.3,0.0,3.6,9.9,0.0,0.3,16.8,2.3,,0.0,2.3,0.0,1.0,0.0,1.8,0.0,3.8,0.0,0.0,0.0,27.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.4,5.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.2,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.4,0.0,0.0,7.7,0.0,5.6,9.0,0.0,0.0,0.0,0.0,1.4,0.0,0.8,0.4,0.1,0.0,0.0,
1900-04-15,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,11.7,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,34.3,6.4,0.3,0.5,0.0,,1.5,11.4,4.1,0.0,9.9,13.2,3.0,3.3,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.3,0.0,5.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,,5.3,0.0,0.0,0.0,0.0,0.0,18.5,0.0,6.6,0.3,0.0,0.6,52.6,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,3.2,0.0,0.0,2.6,2.6,7.8,0.0,0.0,0.6,0.2,0.8,0.0,2.0,9.6,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.2,0.4,10.8,0.0,
1900-04-16,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.9,15.5,0.0,0.0,4.1,0.0,0.0,0.0,280.2,0.0,0.0,5.3,0.0,0.0,0.0,49.8,0.0,9.1,2.0,0.0,13.7,0.0,27.9,0.0,0.0,0.0,0.0,4.1,2.5,0.0,0.0,0.0,2.3,0.3,0.3,0.0,4.6,0.0,0.0,6.4,5.8,1.3,0.0,1.3,0.0,2.3,0.0,0.0,0.0,0.5,26.4,0.0,0.0,0.0,0.0,0.0,14.4,2.2,9.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,2.2,6.8,0.0,0.6,5.0,0.6,1.8,0.0,9.2,0.4,0.0,0.4,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0.4,1.8,0.0,0.0,0.0,0.0,0.2,0.0,
1900-04-17,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,36.3,0.0,5.8,15.2,0.0,0.0,0.3,1.3,3.8,0.0,0.0,0.0,0.3,0.0,0.0,2.3,0.0,23.4,0.0,1.3,49.8,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.8,115.1,6.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.6,12.7,0.0,0.0,0.5,0.0,9.9,0.0,0.0,0.0,0.3,0.0,2.0,1.5,0.0,0.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,5.0,27.6,0.0,32.9,0.0,6.2,16.4,0.2,0.0,0.0,0.0,4.0,0.2,2.0,0.0,0.2,4.2,0.0,0.0,0.0,7.8,4.6,0.0,1.3,51.2,25.0,3.8,3.4,0.0,0.0,0.0,0.0,12.4,0.0,
1900-04-18,0.0,19.8,0.0,0.0,4.1,0.0,0.0,0.0,11.2,0.0,0.0,27.4,0.0,29.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.8,0.0,0.5,0.0,0.0,38.6,2.5,0.0,0.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,3.0,9.1,26.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6,1.3,0.0,0.0,0.0,3.6,0.0,2.3,0.0,0.0,0.0,4.3,0.5,0.0,0.3,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.4,2.2,0.0,0.0,0.0,3.0,20.6,0.0,0.0,0.0,17.4,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,3.4,0.0,0.0,0.0,0.0,7.0,1.2,3.2,2.4,20.6,0.2,0.0,0.0,0.4,0.0,0.2,2.0,0.0,
1900-04-19,0.0,11.7,0.0,0.0,9.9,0.0,0.0,0.5,0.0,4.1,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,15.5,27.9,1.5,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.3,0.0,0.0,0.0,2.8,0.0,1.8,0.0,0.0,0.0,7.4,0.0,0.0,5.3,0.0,0.0,9.1,0.0,0.0,0.0,3.6,1.8,6.9,,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.5,0.0,2.8,25.4,0.0,0.0,2.0,2.8,0.0,1.2,0.0,0.0,0.0,0.0,3.2,0.6,0.4,0.4,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,2.4,0.0,0.0,3.6,0.0,0.0,6.6,0.0,16.2,3.0,0.2,0.0,15.4,0.0,0.0,9.8,0.4,0.0,0.2,0.4,0.0,
1900-04-20,0.0,0.0,0.0,3.8,0.0,1.3,0.5,0.0,6.1,0.0,8.1,0.0,0.3,6.9,0.0,0.0,0.0,11.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,12.7,0.0,0.0,8.4,0.0,0.0,0.0,0.0,8.4,1.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8,8.1,0.0,0.0,0.0,1.0,4.1,0.0,0.0,0.0,0.0,7.0,1.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,21.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0.6,2.2,0.3,61.6,9.6,2.0,0.0,34.8,0.0,0.0,1.4,0.0,0.0,30.4,2.6,0.0,
1900-04-21,0.0,16.3,2.8,3.3,0.0,0.0,0.0,0.0,0.0,6.9,10.9,0.0,0.0,1.3,0.0,2.8,0.0,2.0,37.3,0.0,0.0,0.0,0.0,0.8,10.7,0.0,0.0,4.3,5.1,0.0,0.0,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.8,0.0,18.3,16.5,0.0,0.0,0.0,1.5,2.8,0.0,0.0,6.9,0.0,0.0,4.8,0.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,11.8,0.4,1.8,0.0,0.0,3.6,0.0,1.2,0.0,5.4,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.3,0.0,54.0,67.0,0.1,0.0,0.2,27.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,
1900-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.5,0.0,2.3,0.8,0.0,10.9,15.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,69.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,34.3,3.3,0.0,43.7,5.6,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,8.4,3.0,,1.3,20.6,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.8,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,10.0,0.0,0.4,0.6,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.4,0.2,6.0,0.0,0.0,0.0,0.0,13.2,23.6,0.0,0.0,0.2,0.4,0.0,1.4,0.0,0.4,2.6,0.0,0.0,
1900-04-23,0.0,0.0,0.0,10.9,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,8.6,1.3,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.5,0.0,17.3,0.0,0.0,0.0,7.6,0.0,0.0,0.0,13.7,5.3,23.9,0.0,0.0,1.0,0.0,0.0,0.8,0.0,2.3,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.8,12.8,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.8,2.6,8.0,0.0,0.0,0.0,2.2,55.0,23.2,0.0,0.0,0.0,0.2,0.0,0.0,7.4,0.0,3.6,0.6,0.0,
1900-04-24,0.0,0.0,9.1,2.5,0.0,0.0,10.7,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,48.8,0.0,1.3,0.0,0.0,0.0,7.6,0.0,0.0,0.0,17.3,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,56.9,0.3,0.0,84.1,0.5,0.0,0.0,13.2,0.0,0.0,0.0,26.0,33.4,0.0,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,66.8,0.0,16.8,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,27.4,0.3,0.2,0.0,12.6,0.0,0.0,0.0,6.4,0.0,0.2,0.0,0.0,
1900-04-25,0.0,0.0,4.6,4.6,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,6.9,0.0,2.5,0.0,3.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,95.3,0.5,3.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,,0.0,,0.0,5.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.8,0.0,4.6,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.4,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,20.8,0.0,0.0,
1900-04-26,0.0,0.0,7.4,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.0,5.1,30.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,24.1,1.0,0.0,0.5,1.3,0.0,0.0,0.0,0.5,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,22.1,0.8,19.3,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,15.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,15.2,0.0,0.0,6.4,0.0,0.0,18.0,0.0,0.0,1.2,2.4,9.8,0.0,4.5,2.0,0.0,0.0,21.0,0.0,6.6,2.6,3.4,0.0,0.0,
1900-04-27,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.5,0.0,0.0,0.0,0.5,36.8,0.0,0.0,0.0,0.0,0.0,20.3,0.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.8,0.8,0.0,0.0,0.0,4.8,0.0,1.3,4.8,69.3,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,3.0,0.0,6.0,0.0,0.0,0.2,4.4,0.0,1.4,0.0,0.0,0.0,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.9,0.0,4.0,15.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,5.4,18.2,0.0,0.0,
