date,year,Max
1900-02-24,1989,1.806
1900-02-25,1989,1.754
1900-02-26,1989,1.799
1900-02-27,1989,1.792
1900-02-28,1989,1.741
1900-03-01,1989,1.718
1900-03-02,1989,1.686
1900-03-03,1989,1.666
1900-03-04,1989,1.669
1900-03-05,1989,1.664
1900-03-06,1989,1.677
1900-03-07,1989,1.668
1900-03-08,1989,1.634
1900-03-09,1989,1.616
1900-03-10,1989,1.601
1900-03-11,1989,1.627
1900-03-12,1989,1.663
1900-03-13,1989,1.727
1900-03-14,1989,1.797
1900-03-15,1989,7.275
1900-03-16,1989,8.725
1900-03-17,1989,6.328
1900-03-18,1989,3.947
1900-03-19,1989,3.295
1900-03-20,1989,2.831
1900-03-21,1989,2.651
1900-03-22,1989,2.471
1900-03-23,1989,2.844
1900-03-24,1989,2.849
1900-03-25,1989,2.577
1900-03-26,1989,2.338
1900-03-27,1989,2.264
1900-03-28,1989,2.188
1900-03-29,1989,2.180
1900-03-30,1989,2.238
1900-03-31,1989,2.238
1900-04-01,1989,4.540
1900-04-02,1989,5.997
1900-04-03,1989,8.378
1900-04-04,1989,10.937
1900-04-05,1989,9.172
1900-04-06,1989,5.325
1900-04-07,1989,4.101
1900-04-08,1989,3.566
1900-04-09,1989,3.982
1900-04-10,1989,3.770
1900-04-11,1989,4.367
1900-04-12,1989,5.050
1900-04-13,1989,4.186
1900-04-14,1989,5.785
1900-04-15,1989,5.420
1900-04-16,1989,3.986
1900-04-17,1989,3.267
1900-04-18,1989,2.915
1900-04-19,1989,2.747
1900-04-20,1989,2.626
1900-04-21,1989,2.574
1900-04-22,1989,2.518
1900-04-23,1989,2.410
1900-04-24,1989,3.842
1900-04-25,1989,4.062
1900-04-26,1989,4.239
1900-04-27,1989,4.333
1900-04-28,1989,4.193
1900-04-29,1989,3.956
1900-04-30,1989,3.378
1900-05-01,1989,3.302
1900-05-02,1989,3.077
1900-05-03,1989,2.996
1900-05-04,1989,2.991
1900-05-05,1989,2.766
1900-05-06,1989,2.668
1900-05-07,1989,2.535
1900-05-08,1989,2.922
1900-05-09,1989,3.184
1900-05-10,1989,3.012
1900-05-11,1989,2.801
1900-05-12,1989,2.631
1900-05-13,1989,2.604
1900-05-14,1989,2.494
1900-05-15,1989,2.336
1900-05-16,1989,2.390
1900-05-17,1989,2.444
1900-05-18,1989,2.902
1900-05-19,1989,2.599
1900-05-20,1989,2.553
1900-05-21,1989,2.491
1900-05-22,1989,2.385
1900-05-23,1989,2.484
1900-05-24,1989,2.314
1900-05-25,1989,2.416
1900-05-26,1989,2.300
1900-05-27,1989,2.145
1900-05-28,1989,2.339
1900-05-29,1989,2.352
1900-05-30,1989,2.356
1900-05-31,1989,2.378
1900-06-01,1989,2.272
1900-06-02,1989,2.200
1900-06-03,1989,2.182
1900-06-04,1989,2.216
1900-06-05,1989,4.830
1900-06-06,1989,4.433
1900-06-07,1989,3.785
1900-06-08,1989,3.282
1900-06-09,1989,2.837
1900-06-10,1989,2.751
1900-06-11,1989,2.561
1900-06-12,1989,2.807
1900-06-13,1989,2.847
1900-06-14,1989,2.549
1900-06-15,1989,2.391
1900-06-16,1989,2.408
1900-06-17,1989,2.570
1900-06-18,1989,2.429
1900-06-19,1989,2.386
1900-06-20,1989,4.263
1900-06-21,1989,5.740
1900-06-22,1989,5.686
1900-06-23,1989,5.337
1900-06-24,1989,4.106
1900-06-25,1989,3.426
1900-06-26,1989,3.036
1900-06-27,1989,2.872
1900-06-28,1989,2.792
1900-06-29,1989,2.728
1900-06-30,1989,2.706
1900-07-01,1989,2.603
1900-07-02,1989,2.483
1900-07-03,1989,2.381
1900-07-04,1989,2.381
1900-07-05,1989,2.337
1900-07-06,1989,2.302
1900-07-07,1989,2.234
1900-07-08,1989,2.175
1900-07-09,1989,2.104
1900-07-10,1989,2.061
1900-07-11,1989,2.183
1900-07-12,1989,2.054
1900-07-13,1989,2.203
1900-07-14,1989,2.203
1900-07-15,1989,2.159
1900-07-16,1989,2.061
1900-07-17,1989,1.984
1900-07-18,1989,1.989
1900-07-19,1989,2.061
1900-07-20,1989,2.028
1900-07-21,1989,2.082
1900-07-22,1989,2.040
1900-07-23,1989,1.995
1900-07-24,1989,1.945
1900-07-25,1989,5.742
1900-07-26,1989,8.018
1900-07-27,1989,6.173
1900-07-28,1989,4.041
1900-07-29,1989,3.316
1900-07-30,1989,2.936
1900-07-31,1989,2.683
1900-08-01,1989,2.568
1900-08-02,1989,2.552
1900-08-03,1989,2.480
1900-08-04,1989,2.345
1900-08-05,1989,2.377
1900-08-06,1989,2.197
1900-08-07,1989,2.172
1900-08-08,1989,2.285
1900-08-09,1989,2.265
1900-08-10,1989,2.192
1900-08-11,1989,2.172
1900-08-12,1989,2.190
1900-08-13,1989,2.027
1900-08-14,1989,1.970
1900-08-15,1989,2.115
1900-08-16,1989,2.085
1900-08-17,1989,2.155
1900-08-18,1989,2.502
1900-08-19,1989,2.927
1900-08-20,1989,2.732
1900-08-21,1989,2.342
1900-08-22,1989,2.375
1900-08-23,1989,2.277
1900-08-24,1989,2.195
1900-08-25,1989,2.122
1900-08-26,1989,2.028
1900-08-27,1989,1.982
1900-08-28,1989,1.937
1900-08-29,1989,1.891
1900-08-30,1989,1.885
1900-08-31,1989,1.884
1900-09-01,1989,1.907
1900-09-02,1989,1.907
1900-09-03,1989,1.847
1900-09-04,1989,1.867
1900-09-05,1989,1.957
1900-09-06,1989,1.925
1900-09-07,1989,1.939
1900-09-08,1989,1.940
1900-09-09,1989,1.868
1900-09-10,1989,1.825
1900-09-11,1989,1.777
1900-09-12,1989,1.847
1900-09-13,1989,1.900
1900-09-14,1989,1.902
1900-09-15,1989,1.897
1900-09-16,1989,1.893
1900-09-17,1989,1.893
1900-09-18,1989,1.798
1900-09-19,1989,1.676
1900-09-20,1989,1.701
1900-09-21,1989,1.698
1900-09-22,1989,1.699
1900-09-23,1989,1.699
1900-09-24,1989,1.697
1900-09-25,1989,1.697
1900-09-26,1989,1.698
1900-09-27,1989,1.698
1900-09-28,1989,1.698
1900-09-29,1989,1.423
1900-09-30,1989,1.405
1900-10-01,1989,1.403
1900-10-02,1989,1.536
1900-10-03,1989,1.604
1900-10-04,1989,1.619
1900-10-05,1989,1.619
1900-10-06,1989,1.624
1900-10-07,1989,1.596
1900-10-08,1989,1.599
1900-10-09,1989,1.610
1900-10-10,1989,1.580
1900-10-11,1989,1.572
1900-10-12,1989,1.557
1900-10-13,1989,1.573
1900-10-14,1989,1.546
1900-10-15,1989,1.561
1900-10-16,1989,1.531
1900-10-17,1989,1.526
1900-10-18,1989,1.522
1900-10-19,1989,1.539
1900-10-20,1989,1.532
1900-10-21,1989,1.547
1900-10-22,1989,1.522
1900-10-23,1989,1.532
1900-10-24,1989,1.540
1900-10-25,1989,1.553
1900-10-26,1989,1.580
1900-10-27,1989,1.573
1900-10-28,1989,1.557
1900-10-29,1989,1.510
1900-10-30,1989,1.510
1900-10-31,1989,1.512
1900-11-01,1989,1.507
1900-11-02,1989,1.520
1900-11-03,1989,1.490
1900-11-04,1989,1.490
1900-11-05,1989,1.497
1900-11-06,1989,1.532
1900-11-07,1989,1.720
1900-11-08,1989,1.972
1900-11-09,1989,3.280
1900-11-10,1989,2.865
1900-11-11,1989,2.298
1900-11-12,1989,2.022
1900-11-13,1989,1.878
1900-11-14,1989,1.888
1900-11-15,1989,1.845
1900-11-16,1989,1.771
1900-11-17,1989,1.756
1900-11-18,1989,1.737
1900-11-19,1989,1.736
1900-11-20,1989,1.859
1900-11-21,1989,2.084
1900-11-22,1989,2.142
1900-11-23,1989,2.063
1900-11-24,1989,1.928
1900-11-25,1989,1.816
1900-11-26,1989,1.790
1900-11-27,1989,1.975
1900-11-28,1989,1.841
1900-11-29,1989,1.746
1900-11-30,1989,1.702
1900-12-01,1989,1.692
1900-12-02,1989,1.655
1900-12-03,1989,1.631
1900-12-04,1989,1.569
1900-12-05,1989,1.567
1900-12-06,1989,2.390
1900-12-07,1989,2.216
1900-12-08,1989,2.193
1900-12-09,1989,2.102
1900-12-10,1989,1.989
1900-12-11,1989,1.948
1900-12-12,1989,1.868
1900-12-13,1989,1.796
1900-12-14,1989,1.797
1900-12-15,1989,1.880
1900-12-16,1989,1.846
1900-12-17,1989,1.743
1900-12-18,1989,1.709
1900-12-19,1989,1.702
1900-12-20,1989,1.733
1900-12-21,1989,1.675
1900-12-22,1989,1.541
1900-12-23,1989,1.547
1900-12-24,1989,1.537
1900-12-25,1989,1.531
1900-12-26,1989,1.533
1900-12-27,1989,1.547
1900-12-28,1989,1.514
1900-12-29,1989,1.473
1900-12-30,1989,1.379
1900-12-31,1989,1.379
1900-01-01,1990,1.380
1900-01-02,1990,1.380
1900-01-03,1990,1.378
1900-01-04,1990,1.381
1900-01-05,1990,1.377
1900-01-06,1990,1.379
1900-01-07,1990,1.380
1900-01-08,1990,1.381
1900-01-09,1990,1.426
1900-01-10,1990,1.757
1900-01-11,1990,1.812
1900-01-12,1990,1.752
1900-01-13,1990,1.735
1900-01-14,1990,1.740
1900-01-15,1990,1.720
1900-01-16,1990,1.872
1900-01-17,1990,1.862
1900-01-18,1990,1.922
1900-01-19,1990,1.772
1900-01-20,1990,1.720
1900-01-21,1990,1.702
1900-01-22,1990,1.642
1900-01-23,1990,1.620
1900-01-24,1990,1.612
1900-01-25,1990,1.565
1900-01-26,1990,1.547
1900-01-27,1990,1.532
1900-01-28,1990,1.532
1900-01-29,1990,1.540
1900-01-30,1990,1.500
1900-01-31,1990,1.487
1900-02-01,1990,1.472
1900-02-02,1990,1.462
1900-02-03,1990,1.912
1900-02-04,1990,5.740
1900-02-05,1990,7.262
1900-02-06,1990,4.295
1900-02-07,1990,2.852
1900-02-08,1990,2.795
1900-02-09,1990,3.317
1900-02-10,1990,3.535
1900-02-11,1990,2.912
1900-02-12,1990,2.592
1900-02-13,1990,2.685
1900-02-14,1990,2.585
1900-02-15,1990,2.412
1900-02-16,1990,2.232
1900-02-17,1990,2.225
1900-02-18,1990,2.090
1900-02-19,1990,2.060
1900-02-20,1990,2.027
1900-02-21,1990,1.935
1900-02-22,1990,1.890
1900-02-23,1990,1.907
1900-02-24,1990,1.852
1900-02-25,1990,2.157
1900-02-26,1990,2.867
1900-02-27,1990,2.577
1900-02-28,1990,2.327
1900-03-01,1990,2.090
1900-03-02,1990,2.055
1900-03-03,1990,1.915
1900-03-04,1990,1.852
1900-03-05,1990,1.795
1900-03-06,1990,1.855
1900-03-07,1990,1.995
1900-03-08,1990,2.027
1900-03-09,1990,2.040
1900-03-10,1990,1.950
1900-03-11,1990,1.827
1900-03-12,1990,1.757
1900-03-13,1990,1.715
1900-03-14,1990,1.685
1900-03-15,1990,1.725
1900-03-16,1990,1.687
1900-03-17,1990,1.817
1900-03-18,1990,1.782
1900-03-19,1990,1.700
1900-03-20,1990,1.795
1900-03-21,1990,1.765
1900-03-22,1990,1.727
1900-03-23,1990,1.697
1900-03-24,1990,1.687
1900-03-25,1990,1.700
1900-03-26,1990,1.677
1900-03-27,1990,1.650
1900-03-28,1990,1.630
1900-03-29,1990,1.627
1900-03-30,1990,1.605
1900-03-31,1990,1.597
1900-04-01,1990,1.612
1900-04-02,1990,1.627
1900-04-03,1990,1.605
1900-04-04,1990,1.580
1900-04-05,1990,2.142
1900-04-06,1990,3.817
1900-04-07,1990,3.067
1900-04-08,1990,2.480
1900-04-09,1990,2.607
1900-04-10,1990,2.725
1900-04-11,1990,3.055
1900-04-12,1990,3.275
1900-04-13,1990,2.777
1900-04-14,1990,2.797
1900-04-15,1990,2.680
1900-04-16,1990,2.460
1900-04-17,1990,2.340
1900-04-18,1990,2.295
1900-04-19,1990,2.152
1900-04-20,1990,4.375
1900-04-21,1990,4.552
1900-04-22,1990,4.467
1900-04-23,1990,4.150
1900-04-24,1990,3.507
1900-04-25,1990,2.890
1900-04-26,1990,2.600
1900-04-27,1990,2.432
1900-04-28,1990,2.427
1900-04-29,1990,2.245
1900-04-30,1990,2.125
1900-05-01,1990,2.132
1900-05-02,1990,2.082
1900-05-03,1990,2.067
1900-05-04,1990,2.045
1900-05-05,1990,2.080
1900-05-06,1990,1.987
1900-05-07,1990,1.865
1900-05-08,1990,1.957
1900-05-09,1990,1.945
1900-05-10,1990,1.875
1900-05-11,1990,1.967
1900-05-12,1990,1.982
1900-05-13,1990,1.820
1900-05-14,1990,1.765
1900-05-15,1990,1.855
1900-05-16,1990,1.797
1900-05-17,1990,1.720
1900-05-18,1990,1.737
1900-05-19,1990,1.847
1900-05-20,1990,1.847
1900-05-21,1990,1.797
1900-05-22,1990,1.780
1900-05-23,1990,1.807
1900-05-24,1990,8.577
1900-05-25,1990,7.882
1900-05-26,1990,6.415
1900-05-27,1990,4.280
1900-05-28,1990,3.310
1900-05-29,1990,2.862
1900-05-30,1990,2.637
1900-05-31,1990,3.095
1900-06-01,1990,3.880
1900-06-02,1990,3.347
1900-06-03,1990,3.265
1900-06-04,1990,2.747
1900-06-05,1990,2.502
1900-06-06,1990,2.397
1900-06-07,1990,2.327
1900-06-08,1990,2.320
1900-06-09,1990,2.360
1900-06-10,1990,2.322
1900-06-11,1990,2.285
1900-06-12,1990,2.185
1900-06-13,1990,2.210
1900-06-14,1990,2.187
1900-06-15,1990,2.160
1900-06-16,1990,2.107
1900-06-17,1990,2.050
1900-06-18,1990,2.087
1900-06-19,1990,2.270
1900-06-20,1990,2.275
1900-06-21,1990,2.140
1900-06-22,1990,2.085
1900-06-23,1990,2.015
1900-06-24,1990,1.980
1900-06-25,1990,1.937
1900-06-26,1990,1.987
1900-06-27,1990,1.897
1900-06-28,1990,1.985
1900-06-29,1990,1.980
1900-06-30,1990,1.937
1900-07-01,1990,1.882
1900-07-02,1990,1.910
1900-07-03,1990,1.877
1900-07-04,1990,1.835
1900-07-05,1990,1.855
1900-07-06,1990,1.867
1900-07-07,1990,1.902
1900-07-08,1990,2.075
1900-07-09,1990,2.162
1900-07-10,1990,2.055
1900-07-11,1990,1.907
1900-07-12,1990,1.845
1900-07-13,1990,1.800
1900-07-14,1990,1.782
1900-07-15,1990,1.765
1900-07-16,1990,1.752
1900-07-17,1990,1.740
1900-07-18,1990,1.737
1900-07-19,1990,1.830
1900-07-20,1990,2.060
1900-07-21,1990,2.205
1900-07-22,1990,2.212
1900-07-23,1990,2.080
1900-07-24,1990,1.942
1900-07-25,1990,1.857
1900-07-26,1990,1.825
1900-07-27,1990,1.790
1900-07-28,1990,2.020
1900-07-29,1990,1.977
1900-07-30,1990,1.895
1900-07-31,1990,1.832
1900-08-01,1990,7.460
1900-08-02,1990,16.567
1900-08-03,1990,16.062
1900-08-04,1990,10.625
1900-08-05,1990,7.940
1900-08-06,1990,5.042
1900-08-07,1990,4.180
1900-08-08,1990,3.877
1900-08-09,1990,3.410
1900-08-10,1990,3.102
1900-08-11,1990,2.912
1900-08-12,1990,2.795
1900-08-13,1990,2.675
1900-08-14,1990,2.575
1900-08-15,1990,2.510
1900-08-16,1990,2.457
1900-08-17,1990,2.437
1900-08-18,1990,2.487
1900-08-19,1990,2.465
1900-08-20,1990,2.345
