date,Very dry,Extremely dry,Very wet,Extremely wet,Median,2022 to date
1900-03-22,126.455,75.31299999999999,618.8699999999999,720.8960000000014,290.20000000000005,679.5999999999998
1900-03-23,142.04,75.38499999999998,620.78,722.4950000000015,295.275,679.5999999999998
1900-03-24,142.39999999999998,75.38499999999998,621.0899999999999,722.4950000000015,298.30999999999995,679.5999999999998
1900-03-25,161.64166666666665,75.38499999999998,630.8300000000002,734.3250000000014,301.885,679.5999999999998
1900-03-26,167.75033333333332,75.38499999999998,632.175,795.1860000000013,301.96000000000004,679.5999999999998
1900-03-27,172.63799999999998,75.38499999999998,638.985,795.2310000000012,301.96000000000004,679.5999999999998
1900-03-28,172.67799999999997,75.38499999999998,648.0700000000003,796.2840000000014,304.90000000000003,679.5999999999998
1900-03-29,172.67799999999997,75.38499999999998,654.1833333333334,803.8180000000013,307.34999999999997,686.9999999999998
1900-03-30,175.69499999999996,75.38499999999998,654.1833333333334,810.5520000000009,307.34999999999997,705.9999999999998
1900-03-31,175.69499999999996,80.48099999999998,654.1833333333334,811.1910000000009,308.8,723.3999999999997
1900-04-01,175.69499999999996,80.48099999999998,654.2233333333334,813.2840000000009,310.5,734.7999999999997
1900-04-02,176.94299999999998,80.48099999999998,655.5666666666666,819.3165000000009,312.07499999999993,734.9999999999998
1900-04-03,181.71999999999997,80.57099999999997,655.5666666666666,827.8945000000009,316.04499999999996,734.9999999999998
1900-04-04,181.71999999999997,81.11999999999998,661.8966666666669,828.470500000001,329.4,734.9999999999998
1900-04-05,181.92,81.64199999999998,670.0833333333334,839.1625000000009,329.8,734.9999999999998
1900-04-06,181.92,81.64199999999998,670.0833333333334,845.487000000001,336.2,744.7999999999997
1900-04-07,182.24999999999997,100.11499999999998,670.4833333333333,951.7750000000005,338.35,831.7999999999997
1900-04-08,184.125,106.14799999999997,677.9983333333336,951.7750000000005,338.35,896.1999999999997
1900-04-09,184.255,106.30999999999997,679.1850000000001,951.9550000000006,346.05,920.1999999999997
1900-04-10,184.255,119.71699999999997,691.6433333333331,951.9550000000006,346.2500000000001,929.5999999999997
1900-04-11,185.59833333333333,120.17199999999997,694.313333333333,959.3260000000006,346.2500000000001,929.5999999999997
1900-04-12,202.53500000000003,128.285,699.5333333333331,961.8740000000005,346.2500000000001,930.9999999999997
1900-04-13,197.22266666666667,118.33599999999998,698.4166666666664,960.3979999999996,350.4000000000001,930.9999999999997
