08:00:00 24/05/1988,       0.084,      4,      -0.027,      4,       0.297,      4, 
08:00:00 25/05/1988,       0.347,      4,      -0.019,      4,       0.859,      4, 
08:00:00 26/05/1988,       0.925,      4,       0.710,      4,       1.053,      4, 
08:00:00 27/05/1988,"",    201,"",    201,"",    201, 
08:00:00 28/05/1988,"",    201,"",    201,"",    201, 
08:00:00 29/05/1988,       0.302,      4,       0.145,      4,       0.535,      4, 
08:00:00 30/05/1988,       0.283,      4,       0.120,      4,       0.555,      4, 
08:00:00 31/05/1988,       0.269,      4,       0.080,      4,       0.600,      4, 
08:00:00 01/06/1988,       0.237,      4,       0.040,      4,       0.562,      4, 
08:00:00 02/06/1988,       0.177,      4,      -0.003,      4,       0.522,      4, 
08:00:00 03/06/1988,       0.144,      4,      -0.045,      4,       0.472,      4, 
08:00:00 04/06/1988,       0.187,      4,      -0.045,      4,       0.535,      4, 
08:00:00 05/06/1988,       0.336,      4,       0.180,      4,       0.537,      4, 
08:00:00 06/06/1988,       0.331,      4,       0.162,      4,       0.550,      4, 
08:00:00 07/06/1988,       0.322,      4,       0.125,      4,       0.630,      4, 
08:00:00 08/06/1988,       0.301,      4,       0.087,      4,       0.622,      4, 
08:00:00 09/06/1988,       0.288,      4,       0.040,      4,       0.652,      4, 
08:00:00 10/06/1988,       0.320,      4,       0.057,      4,       0.707,      4, 
08:00:00 11/06/1988,       0.299,      4,       0.035,      4,       0.692,      4, 
08:00:00 12/06/1988,       0.303,      4,       0.045,      4,       0.687,      4, 
08:00:00 13/06/1988,"",    201,"",    201,"",    201, 
08:00:00 14/06/1988,"",    201,"",    201,"",    201, 
08:00:00 15/06/1988,"",    201,"",    201,"",    201, 
08:00:00 16/06/1988,"",    201,"",    201,"",    201, 
08:00:00 17/06/1988,"",    201,"",    201,"",    201, 
08:00:00 18/06/1988,"",    201,"",    201,"",    201, 
08:00:00 19/06/1988,       0.269,      4,       0.050,      4,       0.607,      4, 
08:00:00 20/06/1988,       0.213,      4,       0.042,      4,       0.470,      4, 
08:00:00 21/06/1988,       0.146,      4,       0.002,      4,       0.367,      4, 
08:00:00 22/06/1988,       0.120,      4,       0.005,      4,       0.295,      4, 
08:00:00 23/06/1988,       0.088,      4,      -0.014,      4,       0.255,      4, 
08:00:00 24/06/1988,"",    201,"",    201,"",    201, 
08:00:00 25/06/1988,"",    201,"",    201,"",    201, 
08:00:00 26/06/1988,"",    201,"",    201,"",    201, 
08:00:00 27/06/1988,"",    201,"",    201,"",    201, 
08:00:00 28/06/1988,"",    201,"",    201,"",    201, 
08:00:00 29/06/1988,"",    201,"",    201,"",    201, 
08:00:00 30/06/1988,"",    201,"",    201,"",    201, 
08:00:00 01/07/1988,"",    201,"",    201,"",    201, 
08:00:00 02/07/1988,"",    201,"",    201,"",    201, 
08:00:00 03/07/1988,"",    201,"",    201,"",    201, 
08:00:00 04/07/1988,"",    201,"",    201,"",    201, 
08:00:00 05/07/1988,"",    201,"",    201,"",    201, 
08:00:00 06/07/1988,"",    201,"",    201,"",    201, 
08:00:00 07/07/1988,      12.439,     51,      11.952,     51,      12.655,     51, 
08:00:00 08/07/1988,      10.920,     51,       9.591,     51,      11.952,     51, 
08:00:00 09/07/1988,       8.235,     51,       6.755,     51,       9.591,     51, 
08:00:00 10/07/1988,       5.472,      4,       4.302,      4,       6.755,      4, 
08:00:00 11/07/1988,       3.568,      4,       3.257,      4,       4.302,      4, 
08:00:00 12/07/1988,       2.807,      4,       2.337,      4,       3.257,      4, 
08:00:00 13/07/1988,       2.168,      4,       2.067,      4,       2.337,      4, 
08:00:00 14/07/1988,       2.024,      4,       2.000,      4,       2.067,      4, 
08:00:00 15/07/1988,       1.974,      4,       1.940,      4,       2.007,      4, 
08:00:00 16/07/1988,       1.912,      4,       1.880,      4,       1.972,      4, 
08:00:00 17/07/1988,       1.866,      4,       1.847,      4,       1.907,      4, 
08:00:00 18/07/1988,       1.261,      4,       0.830,      4,       1.870,      4, 
08:00:00 19/07/1988,       0.775,      4,       0.487,      4,       0.965,      4, 
08:00:00 20/07/1988,       0.270,      4,       0.112,      4,       0.487,      4, 
08:00:00 21/07/1988,       0.172,      4,       0.037,      4,       0.322,      4, 
08:00:00 22/07/1988,"",    201,"",    201,"",    201, 
08:00:00 23/07/1988,"",    201,"",    201,"",    201, 
08:00:00 24/07/1988,"",    201,"",    201,"",    201, 
08:00:00 25/07/1988,"",    201,"",    201,"",    201, 
08:00:00 26/07/1988,"",    201,"",    201,"",    201, 
08:00:00 27/07/1988,"",    201,"",    201,"",    201, 
08:00:00 28/07/1988,"",    201,"",    201,"",    201, 
08:00:00 29/07/1988,"",    201,"",    201,"",    201, 
08:00:00 30/07/1988,"",    201,"",    201,"",    201, 
08:00:00 31/07/1988,"",    201,"",    201,"",    201, 
08:00:00 01/08/1988,"",    201,"",    201,"",    201, 
08:00:00 02/08/1988,"",    201,"",    201,"",    201, 
08:00:00 03/08/1988,"",    201,"",    201,"",    201, 
08:00:00 04/08/1988,"",    201,"",    201,"",    201, 
08:00:00 05/08/1988,"",    201,"",    201,"",    201, 
08:00:00 06/08/1988,"",    201,"",    201,"",    201, 
08:00:00 07/08/1988,"",    201,"",    201,"",    201, 
08:00:00 08/08/1988,"",    201,"",    201,"",    201, 
08:00:00 09/08/1988,"",    201,"",    201,"",    201, 
08:00:00 10/08/1988,"",    201,"",    201,"",    201, 
08:00:00 11/08/1988,"",    201,"",    201,"",    201, 
08:00:00 12/08/1988,"",    201,"",    201,"",    201, 
08:00:00 13/08/1988,"",    201,"",    201,"",    201, 
08:00:00 14/08/1988,"",    201,"",    201,"",    201, 
08:00:00 15/08/1988,"",    201,"",    201,"",    201, 
08:00:00 16/08/1988,"",    201,"",    201,"",    201, 
08:00:00 17/08/1988,"",    201,"",    201,"",    201, 
08:00:00 18/08/1988,"",    201,"",    201,"",    201, 
08:00:00 19/08/1988,"",    201,"",    201,"",    201, 
08:00:00 20/08/1988,"",    201,"",    201,"",    201, 
08:00:00 21/08/1988,"",    201,"",    201,"",    201, 
08:00:00 22/08/1988,"",    201,"",    201,"",    201, 
08:00:00 23/08/1988,"",    201,"",    201,"",    201, 
08:00:00 24/08/1988,"",    201,"",    201,"",    201, 
08:00:00 25/08/1988,"",    201,"",    201,"",    201, 
08:00:00 26/08/1988,"",    201,"",    201,"",    201, 
08:00:00 27/08/1988,"",    201,"",    201,"",    201, 
08:00:00 28/08/1988,       0.645,      4,       0.455,      4,       0.972,      4, 
08:00:00 29/08/1988,       0.679,      4,       0.542,      4,       0.872,      4, 
08:00:00 30/08/1988,       0.653,      4,       0.540,      4,       0.815,      4, 
08:00:00 31/08/1988,       0.620,      4,       0.527,      4,       0.705,      4, 
08:00:00 01/09/1988,       0.584,      4,       0.517,      4,       0.692,      4, 
08:00:00 02/09/1988,       0.547,      4,       0.495,      4,       0.660,      4, 
08:00:00 03/09/1988,       0.482,      4,       0.237,      4,       0.657,      4, 
08:00:00 04/09/1988,"",    201,"",    201,"",    201, 
08:00:00 05/09/1988,"",    201,"",    201,"",    201, 
08:00:00 06/09/1988,"",    201,"",    201,"",    201, 
08:00:00 07/09/1988,"",    201,"",    201,"",    201, 
08:00:00 08/09/1988,"",    201,"",    201,"",    201, 
08:00:00 09/09/1988,"",    201,"",    201,"",    201, 
08:00:00 10/09/1988,"",    201,"",    201,"",    201, 
08:00:00 11/09/1988,"",    201,"",    201,"",    201, 
08:00:00 12/09/1988,"",    201,"",    201,"",    201, 
08:00:00 13/09/1988,"",    201,"",    201,"",    201, 
08:00:00 14/09/1988,"",    201,"",    201,"",    201, 
08:00:00 15/09/1988,"",    201,"",    201,"",    201, 
08:00:00 16/09/1988,"",    201,"",    201,"",    201, 
08:00:00 17/09/1988,"",    201,"",    201,"",    201, 
08:00:00 18/09/1988,       0.499,      4,       0.352,      4,       0.787,      4, 
08:00:00 19/09/1988,       0.302,      4,       0.170,      4,       0.522,      4, 
08:00:00 20/09/1988,       0.315,      4,       0.042,      4,       0.645,      4, 
08:00:00 21/09/1988,       0.743,      4,       0.645,      4,       0.862,      4, 
08:00:00 22/09/1988,       0.750,      4,       0.692,      4,       0.862,      4, 
08:00:00 23/09/1988,       0.755,      4,       0.692,      4,       0.905,      4, 
08:00:00 24/09/1988,       0.737,      4,       0.640,      4,       0.922,      4, 
08:00:00 25/09/1988,       0.727,      4,       0.625,      4,       0.885,      4, 
08:00:00 26/09/1988,       0.707,      4,       0.605,      4,       0.850,      4, 
08:00:00 27/09/1988,       0.616,      4,       0.342,      4,       0.795,      4, 
08:00:00 28/09/1988,       0.281,      4,       0.047,      4,       0.552,      4, 
08:00:00 29/09/1988,"",    201,"",    201,"",    201, 
08:00:00 30/09/1988,"",    201,"",    201,"",    201, 
08:00:00 01/10/1988,       0.042,     51,      -0.157,     51,       0.350,     51, 
08:00:00 02/10/1988,       0.257,     51,      -0.010,     51,       0.593,     51, 
08:00:00 03/10/1988,       0.312,     51,       0.189,     51,       0.525,     51, 
08:00:00 04/10/1988,       0.306,     51,       0.161,     51,       0.539,     51, 
08:00:00 05/10/1988,       0.312,     51,       0.171,     51,       0.534,     51, 
08:00:00 06/10/1988,       0.253,     51,      -0.025,     51,       0.502,     51, 
08:00:00 07/10/1988,      -0.005,     51,      -0.209,     51,       0.191,     51, 
08:00:00 08/10/1988,      -0.094,     51,      -0.259,     51,       0.151,     51, 
08:00:00 09/10/1988,      -0.051,     51,      -0.247,     51,       0.226,     51, 
08:00:00 10/10/1988,      -0.068,     51,      -0.253,     51,       0.138,     51, 
08:00:00 11/10/1988,      -0.094,     51,      -0.273,     51,       0.110,     51, 
08:00:00 12/10/1988,      -0.079,     51,      -0.265,     51,       0.187,     51, 
08:00:00 13/10/1988,      -0.122,     51,      -0.290,     51,       0.117,     51, 
08:00:00 14/10/1988,      -0.148,     51,      -0.310,     51,       0.107,     51, 
08:00:00 15/10/1988,      -0.143,     51,      -0.345,     51,       0.135,     51, 
08:00:00 16/10/1988,      -0.186,     51,      -0.325,     51,       0.086,     51, 
08:00:00 17/10/1988,      -0.188,     51,      -0.414,     51,       0.091,     51, 
08:00:00 18/10/1988,      -0.185,     51,      -0.339,     51,       0.099,     51, 
08:00:00 19/10/1988,      -0.239,     51,      -0.429,     51,       0.050,     51, 
08:00:00 20/10/1988,      -0.176,     51,      -0.380,     51,       0.138,     51, 
08:00:00 21/10/1988,      -0.187,     51,      -0.370,     51,       0.078,     51, 
08:00:00 22/10/1988,      -0.156,     51,      -0.358,     51,       0.132,     51, 
08:00:00 23/10/1988,      -0.166,     51,      -0.348,     51,       0.042,     51, 
08:00:00 24/10/1988,      -0.187,     51,      -0.391,     51,       0.042,     51, 
08:00:00 25/10/1988,      -0.151,     51,      -0.327,     51,       0.051,     51, 
08:00:00 26/10/1988,      -0.135,     51,      -0.327,     51,       0.098,     51, 
08:00:00 27/10/1988,      -0.093,     51,      -0.312,     51,       0.181,     51, 
08:00:00 28/10/1988,      -0.071,     51,      -0.270,     51,       0.233,     51, 
08:00:00 29/10/1988,      -0.075,     51,      -0.278,     51,       0.255,     51, 
08:00:00 30/10/1988,      -0.130,     51,      -0.338,     51,       0.145,     51, 
08:00:00 31/10/1988,      -0.152,     51,      -0.328,     51,       0.130,     51, 
08:00:00 01/11/1988,      -0.161,     51,      -0.323,     51,       0.120,     51, 
08:00:00 02/11/1988,      -0.191,     51,      -0.319,     51,       0.029,     51, 
08:00:00 03/11/1988,      -0.195,     51,      -0.337,     51,       0.024,     51, 
08:00:00 04/11/1988,      -0.181,     51,      -0.310,     51,       0.020,     51, 
08:00:00 05/11/1988,      -0.122,     51,      -0.280,     51,       0.085,     51, 
08:00:00 06/11/1988,      -0.084,     51,      -0.265,     51,       0.075,     51, 
08:00:00 07/11/1988,      -0.144,     51,      -0.298,     51,       0.033,     51, 
08:00:00 08/11/1988,      -0.153,     51,      -0.311,     51,       0.009,     51, 
08:00:00 09/11/1988,"",    201,"",    201,"",    201, 
08:00:00 10/11/1988,"",    201,"",    201,"",    201, 
08:00:00 11/11/1988,      -0.162,      4,      -0.327,      4,       0.067,      4, 
08:00:00 12/11/1988,      -0.178,      4,      -0.327,      4,       0.055,      4, 
08:00:00 13/11/1988,      -0.182,      4,      -0.345,      4,       0.052,      4, 
08:00:00 14/11/1988,      -0.152,      4,      -0.337,      4,       0.127,      4, 
08:00:00 15/11/1988,      -0.136,      4,      -0.325,      4,       0.152,      4, 
08:00:00 16/11/1988,      -0.096,      4,      -0.297,      4,       0.190,      4, 
08:00:00 17/11/1988,       0.018,      4,      -0.195,      4,       0.325,      4, 
08:00:00 18/11/1988,       0.184,      4,       0.002,      4,       0.527,      4, 
08:00:00 19/11/1988,       0.150,      4,      -0.256,      4,       0.445,      4, 
08:00:00 20/11/1988,       0.489,      4,       0.070,      4,       0.675,      4, 
08:00:00 21/11/1988,       0.586,      4,       0.495,      4,       0.697,      4, 
08:00:00 22/11/1988,       0.614,      4,       0.242,      4,       0.842,      4, 
08:00:00 23/11/1988,       0.298,      4,       0.027,      4,       0.687,      4, 
08:00:00 24/11/1988,       0.192,      4,      -0.005,      4,       0.550,      4, 
08:00:00 25/11/1988,       0.136,      4,      -0.072,      4,       0.520,      4, 
08:00:00 26/11/1988,       0.053,      4,      -0.145,      4,       0.407,      4, 
08:00:00 27/11/1988,       0.028,      4,      -0.187,      4,       0.347,      4, 
08:00:00 28/11/1988,       0.214,      4,      -0.102,      4,       0.635,      4, 
08:00:00 29/11/1988,       0.154,      4,      -0.007,      4,       0.505,      4, 
08:00:00 30/11/1988,       0.056,      4,      -0.125,      4,       0.365,      4, 
08:00:00 01/12/1988,      -0.003,      4,      -0.157,      4,       0.290,      4, 
08:00:00 02/12/1988,      -0.090,      4,      -0.250,      4,       0.127,      4, 
08:00:00 03/12/1988,      -0.124,      4,      -0.277,      4,       0.057,      4, 
08:00:00 04/12/1988,      -0.142,      4,      -0.292,      4,       0.012,      4, 
08:00:00 05/12/1988,      -0.162,      4,      -0.315,      4,       0.017,      4, 
08:00:00 06/12/1988,      -0.148,      4,      -0.312,      4,       0.035,      4, 
08:00:00 07/12/1988,      -0.101,      4,      -0.292,      4,       0.137,      4, 
08:00:00 08/12/1988,      -0.107,      4,      -0.512,      4,       0.155,      4, 
08:00:00 09/12/1988,      -0.063,      4,      -0.290,      4,       0.182,      4, 
08:00:00 10/12/1988,       0.117,      4,      -0.160,      4,       0.345,      4, 
08:00:00 11/12/1988,       0.244,      4,       0.040,      4,       0.632,      4, 
08:00:00 12/12/1988,       0.296,      4,       0.002,      4,       0.705,      4, 
08:00:00 13/12/1988,       0.250,      4,       0.057,      4,       0.630,      4, 
08:00:00 14/12/1988,       0.170,      4,      -0.002,      4,       0.532,      4, 
08:00:00 15/12/1988,       0.054,      4,      -0.120,      4,       0.375,      4, 
08:00:00 16/12/1988,       0.011,      4,      -0.167,      4,       0.325,      4, 
08:00:00 17/12/1988,       0.282,      4,       0.027,      4,       0.520,      4, 
08:00:00 18/12/1988,       0.230,      4,       0.050,      4,       0.405,      4, 
08:00:00 19/12/1988,       0.101,      4,      -0.105,      4,       0.350,      4, 
08:00:00 20/12/1988,       0.060,      4,      -0.130,      4,       0.320,      4, 
08:00:00 21/12/1988,       0.087,      4,      -0.130,      4,       0.375,      4, 
08:00:00 22/12/1988,       0.114,      4,      -0.122,      4,       0.472,      4, 
08:00:00 23/12/1988,       0.116,      4,      -0.125,      4,       0.467,      4, 
08:00:00 24/12/1988,       0.279,      4,       0.015,      4,       0.635,      4, 
08:00:00 25/12/1988,       0.267,      4,       0.110,      4,       0.632,      4, 
08:00:00 26/12/1988,       0.205,      4,       0.017,      4,       0.562,      4, 
08:00:00 27/12/1988,       0.375,      4,       0.070,      4,       0.665,      4, 
08:00:00 28/12/1988,       0.694,      4,       0.547,      4,       0.950,      4, 
08:00:00 29/12/1988,       0.456,      4,       0.252,      4,       0.745,      4, 
08:00:00 30/12/1988,       0.259,      4,       0.072,      4,       0.535,      4, 
08:00:00 31/12/1988,       0.129,      4,      -0.035,      4,       0.360,      4, 
08:00:00 01/01/1989,       0.020,      4,      -0.137,      4,       0.192,      4, 
08:00:00 02/01/1989,       0.825,      4,      -0.100,      4,       1.667,      4, 
08:00:00 03/01/1989,       1.655,      4,       1.130,      4,       2.037,      4, 
08:00:00 04/01/1989,       1.071,      4,       0.782,      4,       1.470,      4, 
08:00:00 05/01/1989,       0.828,      4,       0.772,      4,       0.872,      4, 
08:00:00 06/01/1989,       0.962,      4,       0.865,      4,       1.030,      4, 
08:00:00 07/01/1989,       1.220,      4,       0.997,      4,       1.365,      4, 
08:00:00 08/01/1989,       1.371,      4,       1.222,      4,       1.517,      4, 
08:00:00 09/01/1989,       1.075,      4,       0.802,      4,       1.362,      4, 
08:00:00 10/01/1989,       0.838,      4,       0.635,      4,       1.080,      4, 
08:00:00 11/01/1989,       1.072,      4,       0.927,      4,       1.220,      4, 
08:00:00 12/01/1989,       0.989,      4,       0.810,      4,       1.172,      4, 
08:00:00 13/01/1989,       0.528,      4,       0.202,      4,       0.845,      4, 
08:00:00 14/01/1989,       0.162,      4,      -0.022,      4,       0.420,      4, 
08:00:00 15/01/1989,       0.030,      4,      -0.135,      4,       0.200,      4, 
08:00:00 16/01/1989,      -0.035,      4,      -0.180,      4,       0.187,      4, 
08:00:00 17/01/1989,      -0.072,      4,      -0.232,      4,       0.187,      4, 
08:00:00 18/01/1989,      -0.092,      4,      -0.275,      4,       0.172,      4, 
08:00:00 19/01/1989,      -0.054,     51,      -0.182,     51,       0.182,     51, 
08:00:00 20/01/1989,       0.229,      4,      -0.182,      4,       0.540,      4, 
08:00:00 21/01/1989,       0.228,      4,       0.007,      4,       0.602,      4, 
08:00:00 22/01/1989,       0.193,      4,      -0.030,      4,       0.572,      4, 
08:00:00 23/01/1989,       0.176,      4,      -0.052,      4,       0.580,      4, 
08:00:00 24/01/1989,       0.096,      4,      -0.110,      4,       0.417,      4, 
08:00:00 25/01/1989,       0.112,      4,      -0.052,      4,       0.442,      4, 
08:00:00 26/01/1989,       0.037,      4,      -0.127,      4,       0.307,      4, 
08:00:00 27/01/1989,      -0.011,      4,      -0.167,      4,       0.217,      4, 
08:00:00 28/01/1989,      -0.005,      4,      -0.160,      4,       0.190,      4, 
08:00:00 29/01/1989,      -0.036,      4,      -0.190,      4,       0.147,      4, 
08:00:00 30/01/1989,      -0.070,      4,      -0.256,      4,       0.142,      4, 
08:00:00 31/01/1989,      -0.060,      4,      -0.202,      4,       0.170,      4, 
08:00:00 01/02/1989,      -0.071,      4,      -0.230,      4,       0.182,      4, 
08:00:00 02/02/1989,      -0.088,      4,      -0.252,      4,       0.177,      4, 
08:00:00 03/02/1989,      -0.089,      4,      -0.267,      4,       0.177,      4, 
08:00:00 04/02/1989,      -0.046,      4,      -0.230,      4,       0.252,      4, 
08:00:00 05/02/1989,       0.012,      4,      -0.217,      4,       0.342,      4, 
08:00:00 06/02/1989,       0.070,      4,      -0.202,      4,       0.372,      4, 
08:00:00 07/02/1989,       0.095,      4,      -0.147,      4,       0.442,      4, 
08:00:00 08/02/1989,       0.095,      4,      -0.150,      4,       0.445,      4, 
08:00:00 09/02/1989,       0.081,      4,      -0.152,      4,       0.412,      4, 
08:00:00 10/02/1989,       0.062,      4,      -0.160,      4,       0.340,      4, 
08:00:00 11/02/1989,       0.006,      4,      -0.180,      4,       0.250,      4, 
08:00:00 12/02/1989,      -0.042,      4,      -0.215,      4,       0.182,      4, 
08:00:00 13/02/1989,      -0.071,      4,      -0.245,      4,       0.145,      4, 
08:00:00 14/02/1989,      -0.142,      4,      -0.327,      4,       0.145,      4, 
08:00:00 15/02/1989,      -0.196,      4,      -0.357,      4,       0.082,      4, 
08:00:00 16/02/1989,      -0.152,      4,      -0.310,      4,       0.092,      4, 
08:00:00 17/02/1989,      -0.066,      4,      -0.282,      4,       0.230,      4, 
08:00:00 18/02/1989,      -0.106,      4,      -0.312,      4,       0.170,      4, 
08:00:00 19/02/1989,      -0.100,      4,      -0.315,      4,       0.162,      4, 
08:00:00 20/02/1989,      -0.110,      4,      -0.307,      4,       0.155,      4, 
08:00:00 21/02/1989,       0.018,      4,      -0.292,      4,       0.267,      4, 
08:00:00 22/02/1989,       0.175,      4,      -0.035,      4,       0.515,      4, 
08:00:00 23/02/1989,       0.071,      4,      -0.117,      4,       0.355,      4, 
08:00:00 24/02/1989,      -0.005,      4,      -0.180,      4,       0.260,      4, 
08:00:00 25/02/1989,      -0.087,      4,      -0.235,      4,       0.125,      4, 
08:00:00 26/02/1989,      -0.159,      4,      -0.317,      4,      -0.007,      4, 
08:00:00 27/02/1989,      -0.205,      4,      -0.350,      4,      -0.017,      4, 
08:00:00 28/02/1989,      -0.198,      4,      -0.340,      4,      -0.002,      4, 
08:00:00 01/03/1989,      -0.233,      4,      -0.370,      4,      -0.032,      4, 
08:00:00 02/03/1989,      -0.271,     51,      -0.390,     51,      -0.065,     51, 
08:00:00 03/03/1989,      -0.230,     51,      -0.365,     51,       0.002,     51, 
08:00:00 04/03/1989,      -0.232,      4,      -0.372,      4,      -0.002,      4, 
08:00:00 05/03/1989,      -0.207,      4,      -0.350,      4,       0.010,      4, 
08:00:00 06/03/1989,      -0.147,      4,      -0.357,      4,       0.100,      4, 
08:00:00 07/03/1989,      -0.101,      4,      -0.312,      4,       0.157,      4, 
08:00:00 08/03/1989,      -0.070,      4,      -0.287,      4,       0.190,      4, 
08:00:00 09/03/1989,      -0.055,      4,      -0.280,      4,       0.185,      4, 
08:00:00 10/03/1989,      -0.028,      4,      -0.225,      4,       0.210,      4, 
08:00:00 11/03/1989,      -0.006,      4,      -0.190,      4,       0.235,      4, 
08:00:00 12/03/1989,      -0.023,      4,      -0.205,      4,       0.255,      4, 
08:00:00 13/03/1989,       0.181,      4,      -0.112,      4,       0.647,      4, 
08:00:00 14/03/1989,       0.211,      4,       0.007,      4,       0.552,      4, 
08:00:00 15/03/1989,       0.139,      4,      -0.017,      4,       0.612,      4, 
08:00:00 16/03/1989,       1.143,      4,       0.612,      4,       1.570,      4, 
08:00:00 17/03/1989,       1.676,      4,       1.570,      4,       1.715,      4, 
08:00:00 18/03/1989,       1.538,      4,       1.377,      4,       1.645,      4, 
08:00:00 19/03/1989,       1.361,      4,       1.305,      4,       1.422,      4, 
08:00:00 20/03/1989,       1.299,      4,       1.222,      4,       1.350,      4, 
08:00:00 21/03/1989,       1.225,      4,       1.182,      4,       1.295,      4, 
08:00:00 22/03/1989,       1.192,      4,       1.167,      4,       1.227,      4, 
08:00:00 23/03/1989,       0.957,      4,       0.695,      4,       1.175,      4, 
08:00:00 24/03/1989,       0.670,      4,       0.600,      4,       0.725,      4, 
08:00:00 25/03/1989,       0.630,      4,       0.542,      4,       0.715,      4, 
08:00:00 26/03/1989,       0.597,      4,       0.517,      4,       0.692,      4, 
08:00:00 27/03/1989,       0.581,      4,       0.520,      4,       0.705,      4, 
08:00:00 28/03/1989,       1.595,      4,       0.697,      4,       2.072,      4, 
08:00:00 29/03/1989,       1.242,      4,       0.997,      4,       1.732,      4, 
08:00:00 30/03/1989,       0.793,      4,       0.690,      4,       1.000,      4, 
08:00:00 31/03/1989,       0.670,      4,       0.630,      4,       0.812,      4, 
08:00:00 01/04/1989,       1.920,      4,       0.812,      4,       2.572,      4, 
08:00:00 02/04/1989,       3.335,      4,       2.375,      4,       5.505,      4, 
08:00:00 03/04/1989,       8.639,      4,       5.505,      4,       9.951,      4, 
08:00:00 04/04/1989,      10.023,      4,       9.945,      4,      10.143,      4, 
08:00:00 05/04/1989,       9.727,      4,       8.876,      4,      10.126,      4, 
08:00:00 06/04/1989,       7.531,      4,       6.164,      4,       8.876,      4, 
08:00:00 07/04/1989,       5.065,      4,       4.189,      4,       6.164,      4, 
08:00:00 08/04/1989,       3.835,      4,       3.625,      4,       4.189,      4, 
08:00:00 09/04/1989,       3.446,      4,       3.325,      4,       3.625,      4, 
08:00:00 10/04/1989,       3.187,      4,       3.106,      4,       3.325,      4, 
08:00:00 11/04/1989,       3.279,      4,       3.161,      4,       3.524,      4, 
08:00:00 12/04/1989,       3.382,      4,       3.222,      4,       3.529,      4, 
08:00:00 13/04/1989,       3.147,      4,       3.085,      4,       3.302,      4, 
08:00:00 14/04/1989,       3.617,      4,       3.302,      4,       3.698,      4, 
08:00:00 15/04/1989,       3.456,      4,       3.216,      4,       3.670,      4, 
08:00:00 16/04/1989,       3.095,      4,       2.996,      4,       3.216,      4, 
08:00:00 17/04/1989,       2.537,      4,       2.159,      4,       2.996,      4, 
08:00:00 18/04/1989,       1.712,      4,       1.007,      4,       2.159,      4, 
08:00:00 19/04/1989,       0.908,      4,       0.817,      4,       1.007,      4, 
08:00:00 20/04/1989,       0.810,      4,       0.735,      4,       0.862,      4, 
08:00:00 21/04/1989,       0.777,      4,       0.698,      4,       0.858,      4, 
08:00:00 22/04/1989,       0.743,      4,       0.663,      4,       0.873,      4, 
08:00:00 23/04/1989,       0.775,      4,       0.678,      4,       0.939,      4, 
